Author;Type of resin;Isophtalic polyester resin;Orthophtalic polyester resin;Vinylester resin;Phenolic resin;Epoxy resin;Type of fiber;Glass fiber;Carbon fiber;Basalt fiber;Manufacturing process;Pultrusion;Hand lay-up;Filament winding;VARTM;Fiber volume fraction;Profile thickness (mm);Coupon description;Aging effect;Steady condition;Cyclic condition;Immersion;Moisture;Presence of salts;Salt concentration (g/L);pH;Relative humidity;Sustained loading;Exposure time (hours);Exposure time (days);log10(t);Min. exposure temperature (°C);Max. exposure temperature (°C);Avg. exposure temperature (°C);Temperature range (°C);Temperature x time;k(T);1/T (Kelvin);Unaged elastic modulus (GPa);Residual elastic modulus (GPa);Elastic modulus retention
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;2328;97;1.991;23;23;23;0;366.7;5.903;0;18.9;17;0.899
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;3600;150;2.179;23;23;23;0;376.7;5.903;0;18.9;18;0.952
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;5376;224;2.352;23;23;23;0;385.9;5.903;0;18.9;17.4;0.921
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;0;0;0;40;40;40;0;0;30.85;0;18.9;18.9;1
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;336;14;1.176;40;40;40;0;560.2;30.85;0;18.9;17.8;0.942
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;792;33;1.531;40;40;40;0;594.5;30.85;0;18.9;17.3;0.915
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;2328;97;1.991;40;40;40;0;637.7;30.85;0;18.9;16.8;0.889
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;3600;150;2.179;40;40;40;0;655.1;30.85;0;18.9;17.7;0.937
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;5376;224;2.352;40;40;40;0;671.1;30.85;0;18.9;17;0.899
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;0;0;0;55;55;55;0;0;115.115;0;18.9;18.9;1
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;336;14;1.176;55;55;55;0;770.3;115.115;0;18.9;17;0.899
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;792;33;1.531;55;55;55;0;817.5;115.115;0;18.9;17.4;0.921
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;2328;97;1.991;55;55;55;0;876.8;115.115;0;18.9;16.9;0.894
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;3600;150;2.179;55;55;55;0;900.8;115.115;0;18.9;18.4;0.974
Fam et al. (2016);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.32;4.2;M profile;salt water;1;0;1;0;1;30;7;1;0;5376;224;2.352;55;55;55;0;922.8;115.115;0;18.9;17.4;0.921
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;0;0;0;40;40;40;0;0;30.85;0;31.1;31.1;1
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;672;28;1.462;40;40;40;0;588;30.85;0;31.1;31.5;1.014
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;1344;56;1.756;40;40;40;0;615.7;30.85;0;31.1;30.7;0.986
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;1344;56;1.756;40;40;40;0;615.7;30.85;0;31.1;30.9;0.994
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;2688;112;2.053;40;40;40;0;643.4;30.85;0;31.1;30.5;0.98
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;5472;228;2.36;40;40;40;0;671.8;30.85;0;31.1;30.7;0.986
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;4032;168;2.228;40;40;40;0;659.6;30.85;0;31.1;30.8;0.991
Carra and Carvelli (2014);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;in situ;0;1;0;1;0;0;7;0.9;0;8064;336;2.528;40;40;40;0;687.4;30.85;0;31.1;31.5;1.014
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;0;0;0;40;40;40;0;0;30.85;0;31.1;31.1;1
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;672;28;1.462;40;40;40;0;588;30.85;0;31.1;31.3;1.005
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;1344;56;1.756;40;40;40;0;615.7;30.85;0;31.1;31.3;1.005
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;1344;56;1.756;40;40;40;0;615.7;30.85;0;31.1;32.3;1.038
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;2688;112;2.053;40;40;40;0;643.4;30.85;0;31.1;29.8;0.958
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;5472;228;2.36;40;40;40;0;671.8;30.85;0;31.1;30.4;0.978
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;4032;168;2.228;40;40;40;0;659.6;30.85;0;31.1;34.2;1.1
Carra and Carvelli (2014);Polyester;0;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;in situ;0;1;0;1;0;0;7;0.9;0;8064;336;2.528;40;40;40;0;687.4;30.85;0;31.1;31.2;1.002
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;0;0;0;40;40;40;0;0;30.85;0;31.1;31.1;1
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;672;28;1.462;40;40;40;0;588;30.85;0;31.1;30.5;0.979
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;1344;56;1.756;40;40;40;0;615.7;30.85;0;31.1;30.3;0.973
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;1344;56;1.756;40;40;40;0;615.7;30.85;0;31.1;29.4;0.944
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;2688;112;2.053;40;40;40;0;643.4;30.85;0;31.1;29.6;0.953
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;5472;228;2.36;40;40;40;0;671.8;30.85;0;31.1;28.7;0.924
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.9;0;4032;168;2.228;40;40;40;0;659.6;30.85;0;31.1;30.1;0.968
Carra and Carvelli (2014);Vinylester;0;0;1;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.9;plate;in situ;0;1;0;1;0;0;7;0.9;0;8064;336;2.528;40;40;40;0;687.4;30.85;0;31.1;30.2;0.971
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;20;20;20;0;0;4.322;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;2160;90;1.959;20;20;20;0;317.3;4.322;0;37.6;31;0.824
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;4320;180;2.258;20;20;20;0;331.2;4.322;0;37.6;36.5;0.971
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;6480;270;2.433;20;20;20;0;339.3;4.322;0;37.6;35;0.931
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;8640;360;2.558;20;20;20;0;345.1;4.322;0;37.6;32;0.851
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;40;40;40;0;0;30.85;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;2160;90;1.959;40;40;40;0;634.7;30.85;0;37.6;34.8;0.926
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;4320;180;2.258;40;40;40;0;662.4;30.85;0;37.6;33;0.878
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;6480;270;2.433;40;40;40;0;678.6;30.85;0;37.6;30.5;0.811
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;8640;360;2.558;40;40;40;0;690.1;30.85;0;37.6;33.5;0.891
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;60;60;60;0;0;173.906;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;2160;90;1.959;60;60;60;0;952;173.906;0;37.6;36;0.957
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;4320;180;2.258;60;60;60;0;993.6;173.906;0;37.6;33.5;0.891
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;6480;270;2.433;60;60;60;0;1017.9;173.906;0;37.6;33;0.878
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;8640;360;2.558;60;60;60;0;1035.2;173.906;0;37.6;30.5;0.811
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;0;0;0;20;20;20;0;0;4.322;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;2160;90;1.959;20;20;20;0;317.3;4.322;0;37.6;40;1.064
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;4320;180;2.258;20;20;20;0;331.2;4.322;0;37.6;38;1.011
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;6480;270;2.433;20;20;20;0;339.3;4.322;0;37.6;34;0.904
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;8640;360;2.558;20;20;20;0;345.1;4.322;0;37.6;28.5;0.758
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;0;0;0;40;40;40;0;0;30.85;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;2160;90;1.959;40;40;40;0;634.7;30.85;0;37.6;41;1.09
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;4320;180;2.258;40;40;40;0;662.4;30.85;0;37.6;42;1.117
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;6480;270;2.433;40;40;40;0;678.6;30.85;0;37.6;33;0.878
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;8640;360;2.558;40;40;40;0;690.1;30.85;0;37.6;31;0.824
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;0;0;0;60;60;60;0;0;173.906;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;2160;90;1.959;60;60;60;0;952;173.906;0;37.6;33;0.878
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;4320;180;2.258;60;60;60;0;993.6;173.906;0;37.6;41;1.09
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;6480;270;2.433;60;60;60;0;1017.9;173.906;0;37.6;30.5;0.811
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;8640;360;2.558;60;60;60;0;1035.2;173.906;0;37.6;31;0.824
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;hygrothermal chamber;1;0;0;1;0;0;7;1;0;0;0;0;40;40;40;0;0;30.85;0;37.6;37.6;1
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;hygrothermal chamber;1;0;0;1;0;0;7;1;0;2160;90;1.959;40;40;40;0;634.7;30.85;0;37.6;34.5;0.918
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;hygrothermal chamber;1;0;0;1;0;0;7;1;0;4320;180;2.258;40;40;40;0;662.4;30.85;0;37.6;31;0.824
Correia et al. (2010);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;hygrothermal chamber;1;0;0;1;0;0;7;1;0;6480;270;2.433;40;40;40;0;678.6;30.85;0;37.6;29.5;0.785
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;20;20;20;0;0;4.322;0;37.6;37.6;1
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;12960;540;2.733;20;20;20;0;353.2;4.322;0;37.6;29.7;0.79
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;40;40;40;0;0;30.85;0;37.6;37.6;1
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;12960;540;2.733;40;40;40;0;706.3;30.85;0;37.6;33.5;0.89
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;60;60;60;0;0;173.906;0;37.6;37.6;1
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;demineralised water;1;0;1;0;0;0;7;1;0;12960;540;2.733;60;60;60;0;1059.5;173.906;0;37.6;29.7;0.79
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;0;0;0;20;20;20;0;0;4.322;0;37.6;37.6;1
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;12960;540;2.733;20;20;20;0;353.2;4.322;0;37.6;31.2;0.83
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;0;0;0;40;40;40;0;0;30.85;0;37.6;37.6;1
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;12960;540;2.733;40;40;40;0;706.3;30.85;0;37.6;30.5;0.81
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;0;0;0;60;60;60;0;0;173.906;0;37.6;37.6;1
Cabral-Fonseca et al. (2012);Polyester;1;0;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.5;5;square tube;salt water;1;0;1;0;1;35;7;1;0;12960;540;2.733;60;60;60;0;1059.5;173.906;0;37.6;30.5;0.81
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;demineralised water;1;0;1;0;0;0;7;1;0;0;0;0;23;23;23;0;0;5.903;0;9.9;9.9;1
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;demineralised water;1;0;1;0;0;0;7;1;0;360;15;1.204;23;23;23;0;323.7;5.903;0;9.9;10.2;1.035
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;demineralised water;1;0;1;0;0;0;7;1;0;2160;90;1.959;23;23;23;0;364.9;5.903;0;9.9;9.2;0.933
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;demineralised water;1;0;1;0;0;0;7;1;0;4320;180;2.258;23;23;23;0;380.9;5.903;0;9.9;9;0.914
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;demineralised water;1;0;1;0;0;0;7;1;0;8640;360;2.558;23;23;23;0;396.8;5.903;0;9.9;6.3;0.635
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt water;1;0;1;0;1;35;7;1;0;0;0;0;23;23;23;0;0;5.903;0;9.9;9.9;1
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt water;1;0;1;0;1;35;7;1;0;360;15;1.204;23;23;23;0;323.7;5.903;0;9.9;7.6;0.769
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt water;1;0;1;0;1;35;7;1;0;2160;90;1.959;23;23;23;0;364.9;5.903;0;9.9;7.7;0.779
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt water;1;0;1;0;1;35;7;1;0;4320;180;2.258;23;23;23;0;380.9;5.903;0;9.9;7.3;0.744
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt water;1;0;1;0;1;35;7;1;0;8640;360;2.558;23;23;23;0;396.8;5.903;0;9.9;6.5;0.656
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt fog;0;1;0;1;1;5;7;0.94;0;0;0;0;35;35;35;0;0;19.331;0;9.9;9.9;1
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt fog;0;1;0;1;1;5;7;0.94;0;360;15;1.204;35;35;35;0;492.6;19.331;0;9.9;9.1;0.923
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt fog;0;1;0;1;1;5;7;0.94;0;2160;90;1.959;35;35;35;0;555.3;19.331;0;9.9;8.8;0.892
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt fog;0;1;0;1;1;5;7;0.94;0;4320;180;2.258;35;35;35;0;579.6;19.331;0;9.9;6.8;0.688
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;salt fog;0;1;0;1;1;5;7;0.94;0;8640;360;2.558;35;35;35;0;603.8;19.331;0;9.9;5.9;0.598
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0;0;0;0;40;40;40;0;0;30.85;0;9.9;9.9;1
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0;360;15;1.204;40;40;40;0;563;30.85;0;9.9;8.7;0.881
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0;2160;90;1.959;40;40;40;0;634.7;30.85;0;9.9;7.2;0.726
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0;4320;180;2.258;40;40;40;0;662.4;30.85;0;9.9;6.4;0.653
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0;8640;360;2.558;40;40;40;0;690.1;30.85;0;9.9;5.2;0.53
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0.4;0;0;0;40;40;40;0;0;30.85;0;9.9;9.9;1
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0.4;360;15;1.204;40;40;40;0;563;30.85;0;9.9;8.5;0.862
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0.4;2160;90;1.959;40;40;40;0;634.7;30.85;0;9.9;6.9;0.704
Yang et al. (2022);Polyester;1;1;0;0;0;Glass;1;0;0;Pultrusion;1;0;0;0;0.6;2.7;plate;hygrothermal chamber;0;1;0;1;0;0;7;0.94;0.4;4320;180;2.258;40;40;40;0;662.4;30.85;0;9.9;6.1;0.614
